Time,Unix,Text
20:46:26.469,1767318386.4709756,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then
20:46:30.716,1767318390.7177408,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini
20:46:33.467,1767318393.4689968,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and
20:46:38.972,1767318398.9738145,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be
20:46:42.781,1767318402.782388,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring
20:46:45.363,1767318405.3633409,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring
20:46:49.170,1767318409.1708992,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring
20:46:52.392,1767318412.3926158,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser
20:46:56.908,1767318416.908152,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser
20:47:00.556,1767318420.557665,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would
20:47:08.732,1767318428.7327466,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would
20:47:11.676,1767318431.676768,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the
20:47:21.890,1767318441.891029,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor
20:47:23.501,1767318443.5016737,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini
20:47:27.389,1767318447.3893886,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then
20:47:36.692,1767318456.6933603,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then Or it could just record everything after Gemini and then when you say
20:47:41.677,1767318461.6775568,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then Or it could just record everything after Gemini and then when you say ? It sends
20:47:47.946,1767318467.9468856,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then Or it could just record everything after Gemini and then when you say ? It sends yeah
20:47:56.379,1767318476.3790474,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then Or it could just record everything after Gemini and then when you say ? It sends yeah OK that seems like it would be simple
20:48:12.425,1767318492.4255183,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then Or it could just record everything after Gemini and then when you say ? It sends yeah OK that seems like it would be simple It would be a it would be a switch statement right oh I could just copy all of this
20:48:24.312,1767318504.3143027,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then Or it could just record everything after Gemini and then when you say ? It sends yeah OK that seems like it would be simple It would be a it would be a switch statement right oh I could just copy all of this It would be a switch statement for different words so always Shema shema is always the one that like triggers the switch statement but one of the words should be Gemini
20:48:26.516,1767318506.5164545,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then Or it could just record everything after Gemini and then when you say ? It sends yeah OK that seems like it would be simple It would be a it would be a switch statement right oh I could just copy all of this It would be a switch statement for different words so always Shema shema is always the one that like triggers the switch statement but one of the words should be Gemini one should be
20:48:42.157,1767318522.158475,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then Or it could just record everything after Gemini and then when you say ? It sends yeah OK that seems like it would be simple It would be a it would be a switch statement right oh I could just copy all of this It would be a switch statement for different words so always Shema shema is always the one that like triggers the switch statement but one of the words should be Gemini one should be I'm sorry for
20:48:48.280,1767318528.2801752,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then Or it could just record everything after Gemini and then when you say ? It sends yeah OK that seems like it would be simple It would be a it would be a switch statement right oh I could just copy all of this It would be a switch statement for different words so always Shema shema is always the one that like triggers the switch statement but one of the words should be Gemini one should be I'm sorry for I forget the Hebrew word for true
20:48:53.180,1767318533.1820126,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then Or it could just record everything after Gemini and then when you say ? It sends yeah OK that seems like it would be simple It would be a it would be a switch statement right oh I could just copy all of this It would be a switch statement for different words so always Shema shema is always the one that like triggers the switch statement but one of the words should be Gemini one should be I'm sorry for I forget the Hebrew word for true no tree
20:48:56.124,1767318536.1257951,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then Or it could just record everything after Gemini and then when you say ? It sends yeah OK that seems like it would be simple It would be a it would be a switch statement right oh I could just copy all of this It would be a switch statement for different words so always Shema shema is always the one that like triggers the switch statement but one of the words should be Gemini one should be I'm sorry for I forget the Hebrew word for true no tree
20:48:58.309,1767318538.310713,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then Or it could just record everything after Gemini and then when you say ? It sends yeah OK that seems like it would be simple It would be a it would be a switch statement right oh I could just copy all of this It would be a switch statement for different words so always Shema shema is always the one that like triggers the switch statement but one of the words should be Gemini one should be I'm sorry for I forget the Hebrew word for true no tree  And it's
20:49:00.374,1767318540.3755543,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then Or it could just record everything after Gemini and then when you say ? It sends yeah OK that seems like it would be simple It would be a it would be a switch statement right oh I could just copy all of this It would be a switch statement for different words so always Shema shema is always the one that like triggers the switch statement but one of the words should be Gemini one should be I'm sorry for I forget the Hebrew word for true no tree  And it's and it
20:49:04.687,1767318544.6881864,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then Or it could just record everything after Gemini and then when you say ? It sends yeah OK that seems like it would be simple It would be a it would be a switch statement right oh I could just copy all of this It would be a switch statement for different words so always Shema shema is always the one that like triggers the switch statement but one of the words should be Gemini one should be I'm sorry for I forget the Hebrew word for true no tree  And it's and it and it's
20:49:12.215,1767318552.2162788,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then Or it could just record everything after Gemini and then when you say ? It sends yeah OK that seems like it would be simple It would be a it would be a switch statement right oh I could just copy all of this It would be a switch statement for different words so always Shema shema is always the one that like triggers the switch statement but one of the words should be Gemini one should be I'm sorry for I forget the Hebrew word for true no tree  And it's and it and it's so it's would be another command
20:49:16.621,1767318556.6212955,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then Or it could just record everything after Gemini and then when you say ? It sends yeah OK that seems like it would be simple It would be a it would be a switch statement right oh I could just copy all of this It would be a switch statement for different words so always Shema shema is always the one that like triggers the switch statement but one of the words should be Gemini one should be I'm sorry for I forget the Hebrew word for true no tree  And it's and it and it's so it's would be another command it's Shima Adez would be another one you could do
20:49:24.462,1767318564.4634185,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then Or it could just record everything after Gemini and then when you say ? It sends yeah OK that seems like it would be simple It would be a it would be a switch statement right oh I could just copy all of this It would be a switch statement for different words so always Shema shema is always the one that like triggers the switch statement but one of the words should be Gemini one should be I'm sorry for I forget the Hebrew word for true no tree  And it's and it and it's so it's would be another command it's Shima Adez would be another one you could do
20:49:35.705,1767318575.7062774,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then Or it could just record everything after Gemini and then when you say ? It sends yeah OK that seems like it would be simple It would be a it would be a switch statement right oh I could just copy all of this It would be a switch statement for different words so always Shema shema is always the one that like triggers the switch statement but one of the words should be Gemini one should be I'm sorry for I forget the Hebrew word for true no tree  And it's and it and it's so it's would be another command it's Shima Adez would be another one you could do  But yeah basically if I have it and then I can maybe film myself
20:49:37.900,1767318577.9014866,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then Or it could just record everything after Gemini and then when you say ? It sends yeah OK that seems like it would be simple It would be a it would be a switch statement right oh I could just copy all of this It would be a switch statement for different words so always Shema shema is always the one that like triggers the switch statement but one of the words should be Gemini one should be I'm sorry for I forget the Hebrew word for true no tree  And it's and it and it's so it's would be another command it's Shima Adez would be another one you could do  But yeah basically if I have it and then I can maybe film myself
20:49:41.785,1767318581.7872531,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then Or it could just record everything after Gemini and then when you say ? It sends yeah OK that seems like it would be simple It would be a it would be a switch statement right oh I could just copy all of this It would be a switch statement for different words so always Shema shema is always the one that like triggers the switch statement but one of the words should be Gemini one should be I'm sorry for I forget the Hebrew word for true no tree  And it's and it and it's so it's would be another command it's Shima Adez would be another one you could do  But yeah basically if I have it and then I can maybe film myself  Editing and using this thing
20:49:47.663,1767318587.665076,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then Or it could just record everything after Gemini and then when you say ? It sends yeah OK that seems like it would be simple It would be a it would be a switch statement right oh I could just copy all of this It would be a switch statement for different words so always Shema shema is always the one that like triggers the switch statement but one of the words should be Gemini one should be I'm sorry for I forget the Hebrew word for true no tree  And it's and it and it's so it's would be another command it's Shima Adez would be another one you could do  But yeah basically if I have it and then I can maybe film myself  Editing and using this thing
20:49:52.206,1767318592.2069197,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then Or it could just record everything after Gemini and then when you say ? It sends yeah OK that seems like it would be simple It would be a it would be a switch statement right oh I could just copy all of this It would be a switch statement for different words so always Shema shema is always the one that like triggers the switch statement but one of the words should be Gemini one should be I'm sorry for I forget the Hebrew word for true no tree  And it's and it and it's so it's would be another command it's Shima Adez would be another one you could do  But yeah basically if I have it and then I can maybe film myself  Editing and using this thing
20:50:09.940,1767318609.9412854,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then Or it could just record everything after Gemini and then when you say ? It sends yeah OK that seems like it would be simple It would be a it would be a switch statement right oh I could just copy all of this It would be a switch statement for different words so always Shema shema is always the one that like triggers the switch statement but one of the words should be Gemini one should be I'm sorry for I forget the Hebrew word for true no tree  And it's and it and it's so it's would be another command it's Shima Adez would be another one you could do  But yeah basically if I have it and then I can maybe film myself  Editing and using this thing   Or you could say something like Gemini Rewind Shima Gemini Shuv and it would kind of go back and it would
20:50:12.471,1767318612.473174,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then Or it could just record everything after Gemini and then when you say ? It sends yeah OK that seems like it would be simple It would be a it would be a switch statement right oh I could just copy all of this It would be a switch statement for different words so always Shema shema is always the one that like triggers the switch statement but one of the words should be Gemini one should be I'm sorry for I forget the Hebrew word for true no tree  And it's and it and it's so it's would be another command it's Shima Adez would be another one you could do  But yeah basically if I have it and then I can maybe film myself  Editing and using this thing   Or you could say something like Gemini Rewind Shima Gemini Shuv and it would kind of go back and it would Shema Gemini Shuv
20:50:15.474,1767318615.4754558,Is literally perfect and whenever you click in there it should also start the recording if it's not recorded sick dude we're doing it I really hope this is logging correctly it's fine it doesn't even you just figure out the data schema right we're live we're hearing we're talking OK now I feel like I would want to I don't think it should I don't think I should print like this It's going to end up being very it doesn't matter So those are transcripts and yeah then I would probably want to do this thing and then I think it would be Shema Gemini and what that would do would be bring  It would bring a browser with the thing a browser bring a browser to the front and then it would open just a completely new Gemini with a new chat and then it would put the it would put the cursor in the Gemini and then Or it could just record everything after Gemini and then when you say ? It sends yeah OK that seems like it would be simple It would be a it would be a switch statement right oh I could just copy all of this It would be a switch statement for different words so always Shema shema is always the one that like triggers the switch statement but one of the words should be Gemini one should be I'm sorry for I forget the Hebrew word for true no tree  And it's and it and it's so it's would be another command it's Shima Adez would be another one you could do  But yeah basically if I have it and then I can maybe film myself  Editing and using this thing   Or you could say something like Gemini Rewind Shima Gemini Shuv and it would kind of go back and it would Shema Gemini Shuv 5 minutes something like that
